,text,label,training_label,cleaned,transliterated_text
732,"മോദിജീ, കരയാതെ പോയി ചൈനയിൽ ചാണക ബോംബിട്ട് നശിപ്പിക്കൂ, ഞങ്ങൾ കൂടെ ഉണ്ട് 👍",Fake,1,"മോദിജീ, കരയാതെ പോയി ചൈനയിൽ ചാണക ബോംബിട്ട് നശിപ്പിക്കൂ, ഞങ്ങൾ കൂടെ ഉണ്ട്  ","മോദിജീ, കരയാതെ പോയി ചൈനയിൽ ചാണക ബോംബിട്ട് നശിപ്പിക്കൂ, ഞങ്ങൾ കൂടെ ഉണ്ട്"
733,"പാവം പലസ്തീനികളോടും മന്ദ ബുദ്ധികളായ അറബികളോടും ഇറാനികളോടും <br>കളിക്കുന്ന കളി ചൈനക്കാരോട് കളിച്ചാൽ മൊസ്സാദ് വിവരമറിയും, ഏജന്റിന്റെ തല തപ്പി നോക്കിയാൽ കാണില്ല",Fake,1,"പാവം പലസ്തീനികളോടും മന്ദ ബുദ്ധികളായ അറബികളോടും ഇറാനികളോടും കളിക്കുന്ന കളി ചൈനക്കാരോട് കളിച്ചാൽ മൊസ്സാദ് വിവരമറിയും, ഏജന്റിന്റെ തല തപ്പി നോക്കിയാൽ കാണില്ല","പാവം പലസ്തീനികളോടും മന്ദ ബുദ്ധികളായ അറബികളോടും ഇറാനികളോടും കളിക്കുന്ന കളി ചൈനക്കാരോട് കളിച്ചാൽ മൊസ്സാദ് വിവരമറിയും, ഏജന്റിന്റെ തല തപ്പി നോക്കിയാൽ കാണില്ല"
734,ഇതിൻറെ പുറകിൽ പൈസ മുഴുവൻ അടിച്ചുമാറ്റി,original,0,ഇതിൻറെ പുറകിൽ പൈസ മുഴുവൻ അടിച്ചുമാറ്റി,ഇതിൻറെ പുറകിൽ പൈസ മുഴുവൻ അടിച്ചുമാറ്റി
735,ഭക്ഷണം കഴിച്ച രമ്യഹരിദാസ് അപമാനിച്ചു പ്രതിപക്ഷത്തെ മരണത്തിന്റെ വ്യാപാരികൾ എന്നല്ലേ വിളിച്ചത് ഇപ്പോഴോ,original,0,ഭക്ഷണം കഴിച്ച രമ്യഹരിദാസ് അപമാനിച്ചു പ്രതിപക്ഷത്തെ മരണത്തിന്റെ വ്യാപാരികൾ എന്നല്ലേ വിളിച്ചത് ഇപ്പോഴോ,ഭക്ഷണം കഴിച്ച രമ്യഹരിദാസ് അപമാനിച്ചു പ്രതിപക്ഷത്തെ മരണത്തിന്റെ വ്യാപാരികൾ എന്നല്ലേ വിളിച്ചത് ഇപ്പോഴോ
736,അമേരിക്ക യൂറോപ്യൻ country aano?? അമേരിക്കൻ ഭൂഖണ്ഡം എന്നാ ഞാൻ കേട്ടിരിക്കുന്നത്,Fake,1,അമേരിക്ക യൂറോപ്യൻ country aano?? അമേരിക്കൻ ഭൂഖണ്ഡം എന്നാ ഞാൻ കേട്ടിരിക്കുന്നത്,അമേരിക്ക യൂറോപ്യൻ കണ്ട്രി ആണോ?? അമേരിക്കൻ ഭൂഖണ്ഡം എന്നാ ഞാൻ കേട്ടിരിക്കുന്നത്
737,ivanokke pothuve bodham illallo... daivam polum koott kaanilla ee bodhakkedinu.. ithum poranj ella party thendikalum koodi kayari niramgy india full covid akkkiii😥😥😥😥😥,Fake,1,ivanokke pothuve bodham illallo... daivam polum koott kaanilla ee bodhakkedinu.. ithum poranj ella party thendikalum koodi kayari niramgy india full covid akkkiii ,ഇവനൊക്കെ പൊതുവേ ബോധം ഇല്ലല്ലോ... ദൈവം പോലും കൂട്ട് കാണില്ല ഇഇ ബോധക്കേടിനു.. ഇതും പോരഞ്ഞ് എല്ല പാർട്ടി തെണ്ടികളും കൂടി കയറി നിറംഗി ഇന്ത്യ ഫുൾ കോവിഡ് ആക്കി
738,കൊറോണ കൂടാനുള്ള എല്ല കോപ്രായങ്ങളും കാണിച്ചുകൂടി അത് കൂടിയാൽ സ്കൂൾ അടച്ചു പൂട്ടിയാൽ എല്ലാം ആയെന്ന തീരുമാനം അംഗീകരിക്കാൻ പറ്റാത്തത്,original,0,കൊറോണ കൂടാനുള്ള എല്ല കോപ്രായങ്ങളും കാണിച്ചുകൂടി അത് കൂടിയാൽ സ്കൂൾ അടച്ചു പൂട്ടിയാൽ എല്ലാം ആയെന്ന തീരുമാനം അംഗീകരിക്കാൻ പറ്റാത്തത്,കൊറോണ കൂടാനുള്ള എല്ല കോപ്രായങ്ങളും കാണിച്ചുകൂടി അത് കൂടിയാൽ സ്കൂൾ അടച്ചു പൂട്ടിയാൽ എല്ലാം ആയെന്ന തീരുമാനം അംഗീകരിക്കാൻ പറ്റാത്തത്
739,Pravasiye kootilidooo nadine rakshikkooo,original,0,pravasiye kootilidooo nadine rakshikkooo,പ്രവാസിയെ കൂട്ടിലിടൂ നദിനെ രക്ഷിക്കൂ
740,Classic program 👌,original,0,classic program  ,ക്ലാസിക് പ്രോഗ്രാം
741,Hope for the best...,Fake,1,hope best...,ഹോപ്പ് ബെസ്റ്റ്...
742,അവരുടെ പാർട്ടി അവരുടെ പരിപാടി അവരെന്തോ ചെയ്യട്ടെ.,original,0,അവരുടെ പാർട്ടി അവരുടെ പരിപാടി അവരെന്തോ ചെയ്യട്ടെ.,അവരുടെ പാർട്ടി അവരുടെ പരിപാടി അവരെന്തോ ചെയ്യട്ടെ.
743,Kollam avarkoke enthum akaamallo?paavam pravaasikal,original,0,kollam avarkoke enthum akaamallo?paavam pravaasikal,കൊല്ലം അവർകോക്കെ എന്തും ആകാമല്ലോ?പാവം പ്രവാസികൾ
744,Natil oru maranam undu thiruvathira book chayumo,original,0,natil oru maranam undu thiruvathira book chayumo,നാട്ടിൽ ഒരു മരണം ഉണ്ട് തിരുവാതിര ബുക്ക് ചായുമോ
745,ഇവർക്കൊന്നും സത്യത്തിൽ ബുദ്ധി ഇല്ലെ <br>സിനിമയിൽ കാണിക്കുന്നത് വെറുതെ അല്ല,original,0,ഇവർക്കൊന്നും സത്യത്തിൽ ബുദ്ധി ഇല്ലെ സിനിമയിൽ കാണിക്കുന്നത് വെറുതെ അല്ല,ഇവർക്കൊന്നും സത്യത്തിൽ ബുദ്ധി ഇല്ലെ സിനിമയിൽ കാണിക്കുന്നത് വെറുതെ അല്ല
746,ഇനി മുല്ലപെരിയാറും വെട്ടുക്കിളിയും ആയിരിക്കും 😥😭😭😭,Fake,1,ഇനി മുല്ലപെരിയാറും വെട്ടുക്കിളിയും ആയിരിക്കും  ,ഇനി മുല്ലപെരിയാറും വെട്ടുക്കിളിയും ആയിരിക്കും
747,കള്ളൻ കപ്പലിൽ തന്നെ എന്ന ചൊല്ല് കേട്ടിട്ടുണ്ട്. ചൈനയല്ലേ ഈ രോഗാണുവിനെ വികസിപ്പിച്ചത്. അതിനുള്ള  പ്രതിവിധി യും അവർ തന്നെ കണ്ടെത്തട്ടെ. ജെനസംഖ്യ  കുറക്കാൻ ചെയ്തതോ . അതോ മനഃപൂർവം ലോക ജനത യെ  നശിപ്പിക്കാൻ  ഇറക്കിയതോ?   ആർക്കറിയാം.,Fake,1,കള്ളൻ കപ്പലിൽ തന്നെ എന്ന ചൊല്ല് കേട്ടിട്ടുണ്ട്. ചൈനയല്ലേ ഈ രോഗാണുവിനെ വികസിപ്പിച്ചത്. അതിനുള്ള പ്രതിവിധി യും അവർ തന്നെ കണ്ടെത്തട്ടെ. ജെനസംഖ്യ കുറക്കാൻ ചെയ്തതോ . അതോ മനഃപൂർവം ലോക ജനത യെ നശിപ്പിക്കാൻ ഇറക്കിയതോ? ആർക്കറിയാം.,കള്ളൻ കപ്പലിൽ തന്നെ എന്ന ചൊല്ല് കേട്ടിട്ടുണ്ട്. ചൈനയല്ലേ ഈ രോഗാണുവിനെ വികസിപ്പിച്ചത്. അതിനുള്ള പ്രതിവിധി യും അവർ തന്നെ കണ്ടെത്തട്ടെ. ജെനസംഖ്യ കുറക്കാൻ ചെയ്തതോ . അതോ മനഃപൂർവം ലോക ജനത യെ നശിപ്പിക്കാൻ ഇറക്കിയതോ? ആർക്കറിയാം.
748,എല്ലാ ജില്ലകാളിലെ സിപിഎം സമ്മേളനം കഴിയുന്ന വരെ കാത്തു നിക്കുക അതു കഴിഞ്ഞാൽ ഉടൻ look ഡൌൺ ഉണ്ടാവുന്നതാണ് 😀😀😀,original,0,എല്ലാ ജില്ലകാളിലെ സിപിഎം സമ്മേളനം കഴിയുന്ന വരെ കാത്തു നിക്കുക അതു കഴിഞ്ഞാൽ ഉടൻ look ഡൌൺ ഉണ്ടാവുന്നതാണ്  ,എല്ലാ ജില്ലകാളിലെ സിപിഎം സമ്മേളനം കഴിയുന്ന വരെ കാത്തു നിക്കുക അതു കഴിഞ്ഞാൽ ഉടൻ ലുക്ക് ഡൌൺ ഉണ്ടാവുന്നതാണ്
749,"ചൈന ക്ക് നല്ല, പണികൊടുക്കണഠ, തിരിച്ചു",Fake,1,"ചൈന ക്ക് നല്ല, പണികൊടുക്കണഠ, തിരിച്ചു","ചൈന ക്ക് നല്ല, പണികൊടുക്കണഠ, തിരിച്ചു"
750,"ട്രമ്പ് പറഞ്ഞതിലും കാര്യം ഉണ്ടായിരുന്നു, 😕😕😕",Fake,1,"ട്രമ്പ് പറഞ്ഞതിലും കാര്യം ഉണ്ടായിരുന്നു,  ","ട്രമ്പ് പറഞ്ഞതിലും കാര്യം ഉണ്ടായിരുന്നു,"
751,Swandham mansalakiyalle,Fake,1,swandham mansalakiyalle,സ്വന്ധം മൻസാലകിയല്ലേ
752,എനക്കറിയില്ല .....,original,0,എനക്കറിയില്ല .....,എനക്കറിയില്ല .....
753,Etrapettaaanu ee vaccine ready aaayathu?,Fake,1,etrapettaaanu ee vaccine ready aaayathu?,എത്രപെട്ടാണ് ഇഇ വാക്സിൻ റെഡി ആയത്?
754,ഇവിടുത്തെ സർക്കാർ തന്നെ വിവരം ഇല്ലാത്തവർ ഇല്ലാത്തവർ ആണ്!! പിന്നെ ജനങ്ങളെ പറഞ്ഞിട്ട് എന്ത് കാര്യം??,original,0,ഇവിടുത്തെ സർക്കാർ തന്നെ വിവരം ഇല്ലാത്തവർ ഇല്ലാത്തവർ ആണ്!! പിന്നെ ജനങ്ങളെ പറഞ്ഞിട്ട് എന്ത് കാര്യം??,ഇവിടുത്തെ സർക്കാർ തന്നെ വിവരം ഇല്ലാത്തവർ ഇല്ലാത്തവർ ആണ്!! പിന്നെ ജനങ്ങളെ പറഞ്ഞിട്ട് എന്ത് കാര്യം??
